state,date,admission,maskwearing,delphi_samplesize,maskwearing_stderr,symptom,symptoms_stderr
ar,2022-03-21,25.4285714,2.3899881,1095.8049,0.5085667,2.3899881,0.5085667
as,2022-03-21,1.7142857,,,,,
az,2022-03-21,64.7142857,2.0981128,2203.3023,0.4414078,2.0981128,0.4414078
ca,2022-03-21,214.1428571,1.3852565,9545.0964,0.1504984,1.3852565,0.1504984
co,2022-03-21,22.7142857,1.7635952,2024.8735,0.3043386,1.7635952,0.3043386
ct,2022-03-21,21.4285714,1.1376279,1471,0.2619569,1.1376279,0.2619569
dc,2022-03-21,1.8571429,1.4894172,150,1.0901329,1.4894172,1.0901329
de,2022-03-21,7.5714286,0.4318092,440,0.3035331,0.4318092,0.3035331
fl,2022-03-21,150.5714286,1.137844,7170.9998,0.1773779,1.137844,0.1773779
ga,2022-03-21,54.1428571,1.1231203,2614.9803,0.3249011,1.1231203,0.3249011
hi,2022-03-21,8,0.3473654,416,0.2921046,0.3473654,0.2921046
ia,2022-03-21,13.2857143,2.000734,1489.8074,0.5070823,2.000734,0.5070823
id,2022-03-21,4.8571429,1.8641242,770.8623,0.5220633,1.8641242,0.5220633
il,2022-03-21,67.4285714,1.6528591,4261.0006,0.2387954,1.6528591,0.2387954
in,2022-03-21,44.1428571,1.4606613,2456.9997,0.2822727,1.4606613,0.2822727
ks,2022-03-21,20.8571429,1.8549169,1260.0289,0.6601665,1.8549169,0.6601665
ky,2022-03-21,45.2857143,1.9160892,1793.4356,0.3717653,1.9160892,0.3717653
la,2022-03-21,25.7142857,1.7348062,1354.1841,0.5713795,1.7348062,0.5713795
ma,2022-03-21,32.2857143,1.037725,1969.0055,0.2520495,1.037725,0.2520495
md,2022-03-21,23.5714286,0.6991447,1703.9992,0.1686555,0.6991447,0.1686555
me,2022-03-21,8.7142857,2.3857973,782,0.7353872,2.3857973,0.7353872
mi,2022-03-21,64.2857143,1.7447171,4488.9971,0.2281792,1.7447171,0.2281792
mn,2022-03-21,30.8571429,2.129117,1882.0491,0.4152233,2.129117,0.4152233
mo,2022-03-21,38.4285714,1.7809695,2130.0866,0.2915923,1.7809695,0.2915923
ms,2022-03-21,7.7142857,1.3712364,996.265,0.5161804,1.3712364,0.5161804
mt,2022-03-21,10.5714286,0.7623869,571.4209,0.315738,0.7623869,0.315738
nc,2022-03-21,47,1.3558265,3327.0032,0.2339092,1.3558265,0.2339092
nd,2022-03-21,5.4285714,2.1007718,294.4805,0.9176174,2.1007718,0.9176174
ne,2022-03-21,10.4285714,1.5911837,801.7977,0.4135971,1.5911837,0.4135971
nh,2022-03-21,7.2857143,1.4769699,690,0.4709714,1.4769699,0.4709714
nj,2022-03-21,45.7142857,1.0821451,2178.999,0.2369583,1.0821451,0.2369583
nm,2022-03-21,13,1.701322,1046.8748,0.5341617,1.701322,0.5341617
nv,2022-03-21,17.5714286,2.2370938,885.9038,0.5442373,2.2370938,0.5442373
ny,2022-03-21,118.5714286,1.4710444,5160.9989,0.1929914,1.4710444,0.1929914
oh,2022-03-21,70.4285714,1.3357183,4220.0033,0.1912019,1.3357183,0.1912019
ok,2022-03-21,23,1.1309738,1668.9998,0.3097578,1.1309738,0.3097578
or,2022-03-21,22.5714286,1.1329392,1800.0211,0.2481121,1.1329392,0.2481121
pa,2022-03-21,64.5714286,1.674956,4568.0019,0.1991374,1.674956,0.1991374
pr,2022-03-21,7.1428571,,,,,
ri,2022-03-21,5.5714286,2.2924113,386.9945,0.7367689,2.2924113,0.7367689
sc,2022-03-21,21,1.0364444,1939.0003,0.2570066,1.0364444,0.2570066
sd,2022-03-21,6.1428571,0.9237388,372.3299,0.4324799,0.9237388,0.4324799
tn,2022-03-21,30.4285714,1.4526818,2440.5653,0.28794,1.4526818,0.28794
tx,2022-03-21,185.8571429,1.6677458,7333.0126,0.2201274,1.6677458,0.2201274
ut,2022-03-21,17.2857143,2.5510804,1007.0896,0.6123232,2.5510804,0.6123232
va,2022-03-21,40.7142857,1.0389829,3019.0822,0.2178731,1.0389829,0.2178731
vi,2022-03-21,0.2857143,,,,,
vt,2022-03-21,6.1428571,1.2483675,371.0001,0.5077798,1.2483675,0.5077798
wa,2022-03-21,34.4285714,0.6534222,3120.978,0.1465592,0.6534222,0.1465592
wi,2022-03-21,36.8571429,1.4220653,2274.002,0.3252218,1.4220653,0.3252218
wv,2022-03-21,18.8571429,1.9726882,1002.1025,0.4744771,1.9726882,0.4744771
wy,2022-03-21,3.8571429,1.7405778,253.9944,0.8414917,1.7405778,0.8414917
ak,2022-03-22,6.4285714,2.6718232,331,0.9195746,2.6718232,0.9195746
al,2022-03-22,23.7142857,1.4117809,1689.0473,0.3449949,1.4117809,0.3449949
ar,2022-03-22,26.8571429,1.7788413,1096.6195,0.4144346,1.7788413,0.4144346
as,2022-03-22,1.5714286,,,,,
az,2022-03-22,64.5714286,1.995585,2191.3946,0.4424994,1.995585,0.4424994
ca,2022-03-22,212.4285714,1.342478,9544.1597,0.1497745,1.342478,0.1497745
co,2022-03-22,22.2857143,2.0349134,1995.8775,0.3401675,2.0349134,0.3401675
ct,2022-03-22,20.7142857,1.3599452,1517,0.287143,1.3599452,0.287143
dc,2022-03-22,1.7142857,1.4841898,150,1.0868259,1.4841898,1.0868259
de,2022-03-22,8.2857143,0.6901434,433,0.359002,0.6901434,0.359002
fl,2022-03-22,147.1428571,1.1374147,7203.0002,0.1752083,1.1374147,0.1752083
ga,2022-03-22,49.4285714,1.1930547,2653.9819,0.3275472,1.1930547,0.3275472
hi,2022-03-22,7.1428571,0.7446405,427,0.4382533,0.7446405,0.4382533
ia,2022-03-22,12.8571429,2.0974927,1506.6962,0.511104,2.0974927,0.511104
id,2022-03-22,5.2857143,1.6043181,771.8714,0.4954406,1.6043181,0.4954406
il,2022-03-22,68.8571429,1.584908,4277.0006,0.2312012,1.584908,0.2312012
in,2022-03-22,41.4285714,1.5336898,2472.0007,0.2951849,1.5336898,0.2951849
ks,2022-03-22,20.8571429,1.7984501,1303.0582,0.6450924,1.7984501,0.6450924
ky,2022-03-22,40.5714286,1.8976473,1781.1306,0.3705776,1.8976473,0.3705776
la,2022-03-22,25.1428571,1.4230322,1415.369,0.4745265,1.4230322,0.4745265
ma,2022-03-22,31.2857143,1.4449329,1961.0045,0.3115575,1.4449329,0.3115575
md,2022-03-22,22.4285714,0.5603788,1693.9991,0.1426308,0.5603788,0.1426308
me,2022-03-22,9,2.1362428,793,0.7219899,2.1362428,0.7219899
mi,2022-03-22,61.8571429,1.7872848,4487.9964,0.2302286,1.7872848,0.2302286
mn,2022-03-22,31.4285714,2.3200824,1877.9973,0.4328079,2.3200824,0.4328079
mo,2022-03-22,39.1428571,1.9650495,2121.0869,0.3250439,1.9650495,0.3250439
ms,2022-03-22,7.2857143,1.4511134,1001.2955,0.517967,1.4511134,0.517967
mt,2022-03-22,9,1.0589082,567.4305,0.4107008,1.0589082,0.4107008
nc,2022-03-22,46.7142857,1.3373916,3366.0023,0.2348171,1.3373916,0.2348171
nd,2022-03-22,4.2857143,2.209189,289.4702,0.9254165,2.209189,0.9254165
ne,2022-03-22,9,1.7477045,807.7649,0.4752287,1.7477045,0.4752287
nh,2022-03-22,6.2857143,1.2231988,695,0.3955579,1.2231988,0.3955579
nj,2022-03-22,46,0.9672222,2164.999,0.2196301,0.9672222,0.2196301
nm,2022-03-22,12.5714286,1.7428926,1018.9069,0.5746901,1.7428926,0.5746901
nv,2022-03-22,17.8571429,2.2713607,900.8405,0.5536838,2.2713607,0.5536838
ny,2022-03-22,113.8571429,1.456029,5226.9991,0.1898807,1.456029,0.1898807
oh,2022-03-22,67.2857143,1.1350727,4212.0038,0.1691587,1.1350727,0.1691587
ok,2022-03-22,22.2857143,1.1252042,1703.7568,0.3022268,1.1252042,0.3022268
or,2022-03-22,21.2857143,1.0432392,1835.0211,0.2391981,1.0432392,0.2391981
pa,2022-03-22,59.8571429,1.7342559,4557.0018,0.2031587,1.7342559,0.2031587
pr,2022-03-22,6.8571429,,,,,
ri,2022-03-22,5.2857143,2.1637985,384.9955,0.7330963,2.1637985,0.7330963
sc,2022-03-22,22.2857143,1.2039427,1997.0004,0.3270353,1.2039427,0.3270353
sd,2022-03-22,6.2857143,1.0771538,381.4803,0.5547563,1.0771538,0.5547563
tn,2022-03-22,28.4285714,1.352018,2447.8706,0.28344,1.352018,0.28344
tx,2022-03-22,188.7142857,1.5811177,7427.2532,0.1884815,1.5811177,0.1884815
ut,2022-03-22,17.1428571,2.5289034,1022.9634,0.5823866,2.5289034,0.5823866
va,2022-03-22,39.2857143,1.1814219,3006.0605,0.2350858,1.1814219,0.2350858
vi,2022-03-22,0.4285714,,,,,
vt,2022-03-22,6.4285714,1.2965978,392.0002,0.5161918,1.2965978,0.5161918
wa,2022-03-22,32,0.768136,3117.9779,0.1603723,0.768136,0.1603723
wi,2022-03-22,35.8571429,1.6522283,2257.0017,0.345223,1.6522283,0.345223
wv,2022-03-22,17.7142857,2.2140559,1037.1024,0.4951342,2.2140559,0.4951342
wy,2022-03-22,3.8571429,1.4557812,262.0016,0.7839828,1.4557812,0.7839828
ak,2022-03-23,6.2857143,2.6173447,344,0.9029317,2.6173447,0.9029317
al,2022-03-23,22.5714286,1.4102783,1682.0651,0.3425333,1.4102783,0.3425333
ar,2022-03-23,25,1.4278593,1088.6251,0.3636888,1.4278593,0.3636888
as,2022-03-23,1.5714286,,,,,
az,2022-03-23,63.5714286,2.5508212,2219.3946,0.6431113,2.5508212,0.6431113
ca,2022-03-23,206.4285714,1.3827767,9671.1568,0.1508264,1.3827767,0.1508264
co,2022-03-23,22,1.9460616,1987.9071,0.3262739,1.9460616,0.3262739
ct,2022-03-23,20.1428571,1.3227917,1584,0.2900885,1.3227917,0.2900885
dc,2022-03-23,1.5714286,3.0844817,151,1.4039793,3.0844817,1.4039793
de,2022-03-23,7.2857143,0.5856206,461,0.2995867,0.5856206,0.2995867
fl,2022-03-23,143.2857143,1.1667938,7348,0.1754916,1.1667938,0.1754916
ga,2022-03-23,49.5714286,1.3280839,2702.9798,0.3338546,1.3280839,0.3338546
hi,2022-03-23,6.2857143,0.7696286,422,0.447397,0.7696286,0.447397
ia,2022-03-23,12.8571429,2.236152,1533.7404,0.5244047,2.236152,0.5244047
id,2022-03-23,5.4285714,1.6398356,772.8712,0.5050546,1.6398356,0.5050546
il,2022-03-23,66.8571429,1.6569571,4354.0006,0.2409601,1.6569571,0.2409601
in,2022-03-23,38.1428571,1.7012883,2532.0009,0.3288376,1.7012883,0.3288376
ks,2022-03-23,18.5714286,1.5103247,1300.1174,0.4569471,1.5103247,0.4569471
ky,2022-03-23,39.7142857,1.7821688,1817.8201,0.3615629,1.7821688,0.3615629
la,2022-03-23,23.8571429,1.4036601,1458.3692,0.471189,1.4036601,0.471189
ma,2022-03-23,31.7142857,1.5813482,2048.0035,0.313716,1.5813482,0.313716
md,2022-03-23,21.8571429,0.7080743,1696.9992,0.2228648,0.7080743,0.2228648
me,2022-03-23,9.1428571,2.1074791,805,0.7133111,2.1074791,0.7133111
mi,2022-03-23,61.8571429,1.731597,4616.0059,0.194998,1.731597,0.194998
mn,2022-03-23,30.2857143,2.0595565,1927.9781,0.4154167,2.0595565,0.4154167
mo,2022-03-23,39,1.9629337,2226.08,0.3223051,1.9629337,0.3223051
ms,2022-03-23,7.2857143,1.2871845,1002.4545,0.4919512,1.2871845,0.4919512
mt,2022-03-23,8.1428571,1.1140652,569.4306,0.4365279,1.1140652,0.4365279
nc,2022-03-23,44.8571429,1.2742962,3421.0025,0.2282222,1.2742962,0.2282222
nd,2022-03-23,4.5714286,2.6164445,282.3765,0.9690622,2.6164445,0.9690622
ne,2022-03-23,8.7142857,1.2739456,806.7678,0.4155331,1.2739456,0.4155331
nh,2022-03-23,6.4285714,1.160427,720,0.3983699,1.160427,0.3983699
nj,2022-03-23,43.2857143,1.0183158,2237.999,0.2121957,1.0183158,0.2121957
nm,2022-03-23,11.5714286,1.9575657,1024.8769,0.5846665,1.9575657,0.5846665
nv,2022-03-23,18,2.2789827,921.8434,0.6220307,2.2789827,0.6220307
ny,2022-03-23,110.7142857,1.501975,5348.9997,0.1900378,1.501975,0.1900378
oh,2022-03-23,63.1428571,1.3242402,4325.0047,0.2283476,1.3242402,0.2283476
ok,2022-03-23,20.7142857,1.212574,1706.7559,0.3093066,1.212574,0.3093066
or,2022-03-23,19.8571429,1.270988,1867.0189,0.2641195,1.270988,0.2641195
pa,2022-03-23,55.8571429,1.6573173,4662.0017,0.2009901,1.6573173,0.2009901
pr,2022-03-23,7.5714286,,,,,
ri,2022-03-23,5.2857143,2.3077326,374.9965,0.7683508,2.3077326,0.7683508
sc,2022-03-23,21.1428571,1.1242459,2033.001,0.32141,1.1242459,0.32141
sd,2022-03-23,5.4285714,1.3577959,401.5021,0.618527,1.3577959,0.618527
tn,2022-03-23,27.2857143,1.6526257,2531.181,0.3091946,1.6526257,0.3091946
tx,2022-03-23,188.8571429,1.5970142,7602.2534,0.1872738,1.5970142,0.1872738
ut,2022-03-23,17.1428571,2.2974322,1028.9634,0.4787663,2.2974322,0.4787663
va,2022-03-23,39.2857143,1.2129936,3041.3368,0.2296294,1.2129936,0.2296294
vi,2022-03-23,0.4285714,,,,,
vt,2022-03-23,6.1428571,1.4115507,387.0002,0.5752689,1.4115507,0.5752689
wa,2022-03-23,30.4285714,0.9113364,3204.9804,0.1730936,0.9113364,0.1730936
wi,2022-03-23,34,1.4582992,2307.994,0.3294702,1.4582992,0.3294702
wv,2022-03-23,18.8571429,2.9121505,1067.1024,0.8610584,2.9121505,0.8610584
wy,2022-03-23,3.8571429,1.0837018,252.9874,0.69583,1.0837018,0.69583
ak,2022-03-24,6.5714286,3.0110166,342,0.9601009,3.0110166,0.9601009
al,2022-03-24,22.1428571,1.3637134,1793.0686,0.3203641,1.3637134,0.3203641
ar,2022-03-24,25.8571429,1.2906078,1167.6987,0.2894797,1.2906078,0.2894797
as,2022-03-24,1.4285714,,,,,
az,2022-03-24,59.5714286,2.5072588,2325.3946,0.6394651,2.5072588,0.6394651
ca,2022-03-24,207.1428571,1.4453845,10157.1509,0.1539888,1.4453845,0.1539888
co,2022-03-24,21.2857143,2.0311138,2073.8733,0.3536039,2.0311138,0.3536039
ct,2022-03-24,19.5714286,1.5406769,1657,0.3108699,1.5406769,0.3108699
dc,2022-03-24,2,2.9133653,164,1.3308672,2.9133653,1.3308672
de,2022-03-24,7.5714286,0.6780012,497,0.3386243,0.6780012,0.3386243
fl,2022-03-24,140.2857143,1.0812074,7754.0001,0.1572058,1.0812074,0.1572058
ga,2022-03-24,49.4285714,1.0665736,2886.9768,0.2004354,1.0665736,0.2004354
hi,2022-03-24,5.5714286,0.7527946,453,0.4372792,0.7527946,0.4372792
ia,2022-03-24,12.1428571,2.3433585,1656.7078,0.5078364,2.3433585,0.5078364
id,2022-03-24,5.1428571,1.3367539,812.2612,0.3623567,1.3367539,0.3623567
il,2022-03-24,63.7142857,1.5833329,4590.0004,0.2285815,1.5833329,0.2285815
in,2022-03-24,36.5714286,1.667283,2687.0007,0.3264056,1.667283,0.3264056
ks,2022-03-24,17.7142857,1.5423934,1356.1175,0.458135,1.5423934,0.458135
ky,2022-03-24,36.8571429,1.6138083,1922.5151,0.3318044,1.6138083,0.3318044
la,2022-03-24,22.8571429,1.127902,1514.3693,0.2345954,1.127902,0.2345954
ma,2022-03-24,33.5714286,1.5116452,2167.005,0.2757006,1.5116452,0.2757006
md,2022-03-24,20.8571429,0.6230387,1760.9992,0.2172646,0.6230387,0.2172646
me,2022-03-24,10.1428571,2.4014723,867,0.7656066,2.4014723,0.7656066
mi,2022-03-24,60.7142857,1.8121854,4891.0236,0.2021899,1.8121854,0.2021899
mn,2022-03-24,27.4285714,1.8542646,2050.0046,0.3629741,1.8542646,0.3629741
mo,2022-03-24,37.8571429,1.8681493,2361.0075,0.319324,1.8681493,0.319324
ms,2022-03-24,7.4285714,0.809376,1049.1059,0.2302751,0.809376,0.2302751
mt,2022-03-24,7.4285714,1.0761146,586.4324,0.4308528,1.0761146,0.4308528
nc,2022-03-24,45,1.2057531,3655.0031,0.2154224,1.2057531,0.2154224
nd,2022-03-24,4.1428571,2.3582326,297.5966,0.9079015,2.3582326,0.9079015
ne,2022-03-24,8.8571429,1.3601661,837.838,0.4123418,1.3601661,0.4123418
nh,2022-03-24,5.7142857,0.7581403,752,0.2889597,0.7581403,0.2889597
nj,2022-03-24,41.4285714,1.1638367,2376.9988,0.2213403,1.1638367,0.2213403
nm,2022-03-24,12,1.9870701,1033.8811,0.584529,1.9870701,0.584529
nv,2022-03-24,17.1428571,1.7030855,969.8492,0.5466752,1.7030855,0.5466752
ny,2022-03-24,109.4285714,1.6021187,5694.9996,0.1918921,1.6021187,0.1918921
oh,2022-03-24,59.1428571,1.4430908,4602.0047,0.2335527,1.4430908,0.2335527
ok,2022-03-24,18.5714286,1.3213031,1747.7562,0.3182764,1.3213031,0.3182764
or,2022-03-24,18.4285714,1.7472796,1966.019,0.4454985,1.7472796,0.4454985
pa,2022-03-24,54.2857143,1.6486043,4917.0023,0.1949607,1.6486043,0.1949607
pr,2022-03-24,7.7142857,,,,,
ri,2022-03-24,5.2857143,2.4902831,399.995,0.7845658,2.4902831,0.7845658
sc,2022-03-24,19.8571429,1.210065,2207.001,0.3269974,1.210065,0.3269974
sd,2022-03-24,5.2857143,1.51576,436.212,0.6256718,1.51576,0.6256718
tn,2022-03-24,24.1428571,1.748676,2691.4864,0.3107894,1.748676,0.3107894
tx,2022-03-24,190.4285714,1.7933458,8023.2487,0.2080617,1.7933458,0.2080617
ut,2022-03-24,16,2.4597557,1080.9996,0.4886747,2.4597557,0.4886747
va,2022-03-24,36,1.3674411,3233.8566,0.2439871,1.3674411,0.2439871
vi,2022-03-24,0.2857143,,,,,
vt,2022-03-24,5.2857143,1.853937,393.0003,0.5979233,1.853937,0.5979233
wa,2022-03-24,29,1.0139723,3247.8464,0.181764,1.0139723,0.181764
wi,2022-03-24,32.7142857,1.5040834,2452.9774,0.3040015,1.5040834,0.3040015
wv,2022-03-24,18.4285714,2.9140262,1084.1029,0.8622856,2.9140262,0.8622856
wy,2022-03-24,3.4285714,1.0202985,269.7323,0.611716,1.0202985,0.611716
ak,2022-03-25,6,2.9386143,361,0.9399213,2.9386143,0.9399213
al,2022-03-25,21.5714286,1.485593,1841.0675,0.3297707,1.485593,0.3297707
ar,2022-03-25,25.4285714,1.323666,1234.7048,0.2913182,1.323666,0.2913182
as,2022-03-25,1.7142857,,,,,
az,2022-03-25,60.4285714,2.218842,2416.4397,0.6020473,2.218842,0.6020473
ca,2022-03-25,210.7142857,1.2916211,10671.2171,0.1387521,1.2916211,0.1387521
co,2022-03-25,19,1.9527922,2203.8735,0.3308379,1.9527922,0.3308379
ct,2022-03-25,20,1.5460284,1753,0.3101298,1.5460284,0.3101298
dc,2022-03-25,2.2857143,1.4257682,172,0.8638509,1.4257682,0.8638509
de,2022-03-25,6.7142857,0.9006061,521,0.370233,0.9006061,0.370233
fl,2022-03-25,137.4285714,1.0295347,8146.0001,0.14891,1.0295347,0.14891
ga,2022-03-25,50,1.074291,3106.9785,0.1935702,1.074291,0.1935702
hi,2022-03-25,5,0.7491081,466,0.4335491,0.7491081,0.4335491
ia,2022-03-25,12.5714286,2.4374322,1739.7194,0.4982118,2.4374322,0.4982118
id,2022-03-25,5.1428571,1.4109705,859.2706,0.3681561,1.4109705,0.3681561
il,2022-03-25,63.1428571,1.4292436,4767.0008,0.2023531,1.4292436,0.2023531
in,2022-03-25,33.7142857,1.7515584,2782.0014,0.3289248,1.7515584,0.3289248
ks,2022-03-25,17.5714286,1.663519,1404.1174,0.4676088,1.663519,0.4676088
ky,2022-03-25,36,1.3944293,2030.1311,0.2776685,1.3944293,0.2776685
la,2022-03-25,21.5714286,1.5357407,1629.3695,0.3536941,1.5357407,0.3536941
ma,2022-03-25,35.4285714,1.6287902,2270.005,0.2821306,1.6287902,0.2821306
md,2022-03-25,19.8571429,0.7800646,1796.9992,0.2345364,0.7800646,0.2345364
me,2022-03-25,10.8571429,2.1322505,948,0.6066462,2.1322505,0.6066462
mi,2022-03-25,60,1.7893589,5123.0232,0.1951064,1.7893589,0.1951064
mn,2022-03-25,29.2857143,1.9061234,2125.9383,0.3681693,1.9061234,0.3681693
mo,2022-03-25,38.4285714,1.8729756,2496.0008,0.3213009,1.8729756,0.3213009
ms,2022-03-25,6.7142857,0.787563,1120.9778,0.223488,0.787563,0.223488
mt,2022-03-25,7,0.9061017,597.6761,0.3960201,0.9061017,0.3960201
nc,2022-03-25,43.8571429,1.3148982,3840.0036,0.220924,1.3148982,0.220924
nd,2022-03-25,3.2857143,3.0086516,304.4082,0.9350098,3.0086516,0.9350098
ne,2022-03-25,9.1428571,1.3012511,852.8329,0.4052597,1.3012511,0.4052597
nh,2022-03-25,5,0.9412761,780,0.3118797,0.9412761,0.3118797
nj,2022-03-25,40.5714286,1.299126,2478.9988,0.2153073,1.299126,0.2153073
nm,2022-03-25,12.4285714,2.2811391,1079.8383,0.6122617,2.2811391,0.6122617
nv,2022-03-25,17.7142857,1.9787964,994.783,0.6685318,1.9787964,0.6685318
ny,2022-03-25,111.7142857,1.5878175,5980.0001,0.1735516,1.5878175,0.1735516
oh,2022-03-25,55.5714286,1.5540035,4828.0045,0.2486478,1.5540035,0.2486478
ok,2022-03-25,17.5714286,1.2851498,1838.756,0.3049193,1.2851498,0.3049193
or,2022-03-25,18.1428571,1.8495563,2085.021,0.4572326,1.8495563,0.4572326
pa,2022-03-25,54.2857143,1.8759521,5198.0024,0.2248146,1.8759521,0.2248146
pr,2022-03-25,7.7142857,,,,,
ri,2022-03-25,3.7142857,2.2874511,440.995,0.729379,2.2874511,0.729379
sc,2022-03-25,18.4285714,1.2358597,2323.0013,0.3231111,1.2358597,0.3231111
sd,2022-03-25,4.2857143,1.4043199,464.2003,0.6165344,1.4043199,0.6165344
tn,2022-03-25,24,1.5116518,2825.861,0.2663489,1.5116518,0.2663489
tx,2022-03-25,192.7142857,1.8108581,8336.2468,0.2147281,1.8108581,0.2147281
ut,2022-03-25,16,2.3551542,1153.0019,0.4682794,2.3551542,0.4682794
va,2022-03-25,33.4285714,1.5573208,3402.0051,0.253639,1.5573208,0.253639
vi,2022-03-25,0.2857143,,,,,
vt,2022-03-25,5.2857143,1.8221345,408.0003,0.5876858,1.8221345,0.5876858
wa,2022-03-25,28.2857143,1.1207627,3414.8441,0.1893953,1.1207627,0.1893953
wi,2022-03-25,33,1.7062427,2555.9772,0.3154243,1.7062427,0.3154243
wv,2022-03-25,18.8571429,3.1916436,1113.1033,0.8845592,3.1916436,0.8845592
wy,2022-03-25,2.7142857,1.4525412,275.7371,0.7074062,1.4525412,0.7074062
ak,2022-03-26,5,2.6381929,369,0.8998835,2.6381929,0.8998835
al,2022-03-26,21.5714286,1.7373395,1910.0818,0.3508556,1.7373395,0.3508556
ar,2022-03-26,25.4285714,1.2953067,1280.6911,0.2816548,1.2953067,0.2816548
as,2022-03-26,1.7142857,,,,,
az,2022-03-26,63.1428571,1.9803483,2485.3253,0.5781829,1.9803483,0.5781829
ca,2022-03-26,215,1.2140436,11008.2114,0.1292928,1.2140436,0.1292928
co,2022-03-26,18.4285714,1.726221,2269.8746,0.3191333,1.726221,0.3191333
ct,2022-03-26,18.7142857,1.864937,1812,0.445667,1.864937,0.445667
dc,2022-03-26,2,1.3493864,181,0.8186214,1.3493864,0.8186214
de,2022-03-26,6.2857143,1.7317895,535,0.6104813,1.7317895,0.6104813
fl,2022-03-26,132.7142857,0.9843067,8397.0002,0.1351547,0.9843067,0.1351547
ga,2022-03-26,48.7142857,1.187234,3212.9646,0.2061626,1.187234,0.2061626
hi,2022-03-26,5,0.7927082,482,0.4293821,0.7927082,0.4293821
ia,2022-03-26,12,2.2085044,1781.554,0.4563521,2.2085044,0.4563521
id,2022-03-26,4.7142857,1.3341809,864.27,0.3604211,1.3341809,0.3604211
il,2022-03-26,61.1428571,1.3719314,4906.0008,0.1927525,1.3719314,0.1927525
in,2022-03-26,30.5714286,1.7300951,2888.0013,0.3243336,1.7300951,0.3243336
ks,2022-03-26,17.4285714,1.9269071,1416.1175,0.5022095,1.9269071,0.5022095
ky,2022-03-26,34,1.6400316,2094.1327,0.2961717,1.6400316,0.2961717
la,2022-03-26,21.7142857,1.7357766,1650.3697,0.3702064,1.7357766,0.3702064
ma,2022-03-26,36,1.5501187,2389.006,0.2677551,1.5501187,0.2677551
md,2022-03-26,19.1428571,0.8389769,1889.999,0.250078,0.8389769,0.250078
me,2022-03-26,11.1428571,1.9973948,968,0.5689432,1.9973948,0.5689432
mi,2022-03-26,57.2857143,1.7466727,5268.0226,0.1986816,1.7466727,0.1986816
mn,2022-03-26,29,1.6293664,2165.9959,0.3166644,1.6293664,0.3166644
mo,2022-03-26,37.2857143,1.7353129,2594.0887,0.310737,1.7353129,0.310737
ms,2022-03-26,6,0.8168784,1146.6401,0.2348844,0.8168784,0.2348844
mt,2022-03-26,7.5714286,1.5565687,609.7116,0.502034,1.5565687,0.502034
nc,2022-03-26,44.2857143,1.250537,3949.0048,0.2171959,1.250537,0.2171959
nd,2022-03-26,3,2.5691677,323.3735,0.8374951,2.5691677,0.8374951
ne,2022-03-26,8.7142857,1.2302185,853.8385,0.470206,1.2302185,0.470206
nh,2022-03-26,4.8571429,1.1578295,768,0.3655261,1.1578295,0.3655261
nj,2022-03-26,40.7142857,1.5302499,2525.9986,0.2508206,1.5302499,0.2508206
nm,2022-03-26,12.5714286,2.1011131,1102.9524,0.5918775,2.1011131,0.5918775
nv,2022-03-26,17.2857143,1.6734928,1024.7888,0.5258202,1.6734928,0.5258202
ny,2022-03-26,114.7142857,1.6475173,6219.0005,0.1753226,1.6475173,0.1753226
oh,2022-03-26,53.7142857,1.6625624,4968.0043,0.2527231,1.6625624,0.2527231
ok,2022-03-26,15.2857143,1.0481006,1824.7563,0.2326551,1.0481006,0.2326551
or,2022-03-26,17.8571429,1.847204,2142.0218,0.4537756,1.847204,0.4537756
pa,2022-03-26,53.8571429,1.928906,5414.0027,0.2269534,1.928906,0.2269534
pr,2022-03-26,6.5714286,,,,,
ri,2022-03-26,3.8571429,2.1912992,478.994,0.6937811,2.1912992,0.6937811
sc,2022-03-26,17.7142857,1.3057891,2393.0014,0.3293954,1.3057891,0.3293954
sd,2022-03-26,4.2857143,2.0092547,491.2119,0.721942,2.0092547,0.721942
tn,2022-03-26,23.5714286,1.6108039,2890.8596,0.2680485,1.6108039,0.2680485
tx,2022-03-26,196.7142857,1.7106646,8591.2467,0.2127571,1.7106646,0.2127571
ut,2022-03-26,15.1428571,2.113049,1196.0019,0.4408124,2.113049,0.4408124
va,2022-03-26,32.2857143,1.6427579,3448.2236,0.2622169,1.6427579,0.2622169
vi,2022-03-26,0.2857143,,,,,
vt,2022-03-26,4.7142857,1.9687892,422.0005,0.6133518,1.9687892,0.6133518
wa,2022-03-26,28.8571429,1.3436053,3568.8443,0.2137847,1.3436053,0.2137847
wi,2022-03-26,30.4285714,1.4830623,2585.978,0.2695449,1.4830623,0.2695449
wv,2022-03-26,17.8571429,3.1771219,1137.1032,0.8824716,3.1771219,0.8824716
wy,2022-03-26,2.4285714,1.7513429,287.7503,0.778054,1.7513429,0.778054
ak,2022-03-27,5.2857143,2.1716308,363,0.689187,2.1716308,0.689187
al,2022-03-27,20.5714286,1.7179621,1911.0761,0.347431,1.7179621,0.347431
ar,2022-03-27,25.2857143,1.3513049,1307.764,0.2987109,1.3513049,0.2987109
as,2022-03-27,1.7142857,,,,,
az,2022-03-27,61.4285714,1.6758106,2518.2412,0.5335779,1.6758106,0.5335779
