state,date,admission,maskwearing,delphi_samplesize,maskwearing_stderr,symptom,symptoms_stderr
al,2021-05-07,65.8571429,0.6220699,2500.0539,0.1565966,0.6220699,0.1565966
ar,2021-05-07,36.2857143,0.9784115,1683.3702,0.3038859,0.9784115,0.3038859
az,2021-05-07,69.5714286,0.9535589,4130.371,0.2528756,0.9535589,0.2528756
ca,2021-05-07,222.4285714,0.6539756,16685.832,0.0823143,0.6539756,0.0823143
co,2021-05-07,120,0.7656389,3606.9295,0.1565131,0.7656389,0.1565131
ct,2021-05-07,59.5714286,0.6035171,2702,0.1898858,0.6035171,0.1898858
dc,2021-05-07,12.5714286,0.2814586,321,0.3345717,0.2814586,0.3345717
de,2021-05-07,13.2857143,0.7658595,791,0.5636567,0.7658595,0.5636567
fl,2021-05-07,442.1428571,0.8833897,12281.9995,0.0981985,0.8833897,0.0981985
ga,2021-05-07,191.8571429,1.0066224,4485.9613,0.2300999,1.0066224,0.2300999
hi,2021-05-07,6.5714286,0.4306084,817,0.3042219,0.4306084,0.3042219
ia,2021-05-07,32,0.6765295,2558.6838,0.1840078,0.6765295,0.1840078
id,2021-05-07,13,0.6452876,1248.5871,0.2212036,0.6452876,0.2212036
il,2021-05-07,230,0.8355364,7840.0227,0.1340449,0.8355364,0.1340449
in,2021-05-07,101.2857143,1.2290048,4110.9985,0.1988587,1.2290048,0.1988587
ks,2021-05-07,25.7142857,0.6440936,1954.0568,0.1840759,0.6440936,0.1840759
ky,2021-05-07,120,1.2095589,2697.7615,0.2401455,1.2095589,0.2401455
la,2021-05-07,53.7142857,1.377865,2337.9991,0.3106984,1.377865,0.3106984
ma,2021-05-07,65.5714286,0.5037458,3687.01,0.1413534,0.5037458,0.1413534
md,2021-05-07,107.8571429,0.9805276,3076.9988,0.2270955,0.9805276,0.2270955
me,2021-05-07,14.5714286,0.4078742,1469.2234,0.1573852,0.4078742,0.1573852
mi,2021-05-07,306.4285714,1.141189,9143.9939,0.140407,1.141189,0.140407
mn,2021-05-07,72.1428571,0.7045743,3309.01,0.143287,0.7045743,0.143287
mo,2021-05-07,64.1428571,0.4996141,3405.632,0.1223693,0.4996141,0.1223693
ms,2021-05-07,26.4285714,0.8853788,1559.5338,0.2934903,0.8853788,0.2934903
mt,2021-05-07,15.8571429,1.1800852,888.1663,0.3960815,1.1800852,0.3960815
nc,2021-05-07,109,0.8361338,5763.0067,0.1244259,0.8361338,0.1244259
nd,2021-05-07,8.5714286,2.324608,484.9566,1.0215127,2.324608,1.0215127
ne,2021-05-07,13,0.5722857,1368.6997,0.1971092,0.5722857,0.1971092
nh,2021-05-07,13,0.5478409,1246.7766,0.2332321,0.5478409,0.2332321
nj,2021-05-07,145.1428571,0.7809581,4495.9989,0.1385368,0.7809581,0.1385368
nm,2021-05-07,27.2857143,0.853595,1766.44,0.2771176,0.853595,0.2771176
nv,2021-05-07,38.1428571,0.5699162,1416.466,0.2262048,0.5699162,0.2262048
ny,2021-05-07,258.7142857,0.5740493,9490.001,0.0794951,0.5740493,0.0794951
oh,2021-05-07,176,1.3018784,7439.0032,0.2527354,1.3018784,0.2527354
ok,2021-05-07,29.4285714,1.002175,2339.9988,0.2560007,1.002175,0.2560007
or,2021-05-07,41.2857143,1.1747055,3325.4514,0.2582867,1.1747055,0.2582867
pa,2021-05-07,248.4285714,0.8643989,8289.0033,0.1319516,0.8643989,0.1319516
pr,2021-05-07,21.5714286,,,,,
ri,2021-05-07,7.1428571,0.2850743,745.99,0.1881754,0.2850743,0.1881754
sc,2021-05-07,42.7142857,1.3173221,3489.0039,0.3231605,1.3173221,0.3231605
sd,2021-05-07,9.4285714,1.3587215,672.2863,0.4246422,1.3587215,0.4246422
tn,2021-05-07,80.7142857,1.401717,3954.2216,0.263231,1.401717,0.263231
tx,2021-05-07,329.4285714,0.9201037,11993.0278,0.1054667,0.9201037,0.1054667
ut,2021-05-07,24.4285714,0.691496,1683.2528,0.204863,0.691496,0.204863
va,2021-05-07,83.1428571,0.5529646,5503.9471,0.1049426,0.5529646,0.1049426
vi,2021-05-07,0.1428571,,,,,
vt,2021-05-07,2.8571429,0.5257176,653.0005,0.2513844,0.5257176,0.2513844
wa,2021-05-07,68.7142857,0.6647372,5416.9746,0.1254831,0.6647372,0.1254831
wi,2021-05-07,86.5714286,0.7249267,3928.0035,0.1346016,0.7249267,0.1346016
wv,2021-05-07,34.5714286,1.0473621,1522.0546,0.2687551,1.0473621,0.2687551
wy,2021-05-07,6.1428571,0.552084,391.7804,0.3675384,0.552084,0.3675384
ak,2021-05-08,4.2857143,0.9629137,538,0.4472261,0.9629137,0.4472261
al,2021-05-08,66,0.7825269,2484.0577,0.1831943,0.7825269,0.1831943
ar,2021-05-08,35.4285714,0.7435288,1676.5919,0.2130287,0.7435288,0.2130287
az,2021-05-08,68.4285714,0.8683347,4101.371,0.2489917,0.8683347,0.2489917
ca,2021-05-08,216.4285714,0.6945736,16619.767,0.0859071,0.6945736,0.0859071
co,2021-05-08,117,0.7759051,3584.8964,0.1590347,0.7759051,0.1590347
ct,2021-05-08,60.7142857,0.4498575,2702,0.1355377,0.4498575,0.1355377
dc,2021-05-08,12.4285714,0.2897763,318,0.3394598,0.2897763,0.3394598
de,2021-05-08,13.5714286,0.7409014,770,0.5654357,0.7409014,0.5654357
fl,2021-05-08,430,0.9042099,12210.9992,0.0986516,0.9042099,0.0986516
ga,2021-05-08,186.1428571,1.1181759,4448.963,0.2406032,1.1181759,0.2406032
hi,2021-05-08,5.7142857,0.7210203,827,0.4189777,0.7210203,0.4189777
ia,2021-05-08,30.7142857,0.6585301,2570.5625,0.1812772,0.6585301,0.1812772
id,2021-05-08,13.2857143,0.9038627,1242.5593,0.2866936,0.9038627,0.2866936
il,2021-05-08,223.5714286,0.8020772,7829.023,0.1340138,0.8020772,0.1340138
in,2021-05-08,99.2857143,1.0394326,4070.9998,0.1840157,1.0394326,0.1840157
ks,2021-05-08,27.2857143,0.6033293,1954.0567,0.1816845,0.6033293,0.1816845
ky,2021-05-08,119.5714286,1.1468586,2677.7614,0.2343231,1.1468586,0.2343231
la,2021-05-08,54.5714286,1.1058798,2315.9991,0.2649139,1.1058798,0.2649139
ma,2021-05-08,63,0.6689923,3580.0105,0.1998487,0.6689923,0.1998487
md,2021-05-08,106.4285714,1.0199028,3057.9989,0.2415924,1.0199028,0.2415924
me,2021-05-08,15.2857143,0.5782343,1468.2234,0.1936505,0.5782343,0.1936505
mi,2021-05-08,286.8571429,0.9540871,9025.994,0.1209552,0.9540871,0.1209552
mn,2021-05-08,70,0.7015838,3313.9611,0.1594219,0.7015838,0.1594219
mo,2021-05-08,64.8571429,0.5610429,3369.411,0.1386094,0.5610429,0.1386094
ms,2021-05-08,26.2857143,0.8084913,1524.5493,0.2773388,0.8084913,0.2773388
mt,2021-05-08,16,0.9627136,898.3542,0.3351697,0.9627136,0.3351697
nc,2021-05-08,107.4285714,0.8164757,5759.0065,0.1239782,0.8164757,0.1239782
nd,2021-05-08,8.1428571,1.3517544,487.8585,0.6790066,1.3517544,0.6790066
ne,2021-05-08,12.2857143,0.7434355,1369.7006,0.2366498,0.7434355,0.2366498
nh,2021-05-08,12.8571429,0.5188535,1209.7766,0.2311454,0.5188535,0.2311454
nj,2021-05-08,140.5714286,0.5565373,4368.9986,0.1076462,0.5565373,0.1076462
nm,2021-05-08,28.5714286,0.9073382,1747.442,0.2802397,0.9073382,0.2802397
nv,2021-05-08,37.8571429,0.6048653,1438.531,0.2290807,0.6048653,0.2290807
ny,2021-05-08,255.7142857,0.5901339,9445.0011,0.0866692,0.5901339,0.0866692
oh,2021-05-08,170.8571429,1.3013252,7406.0047,0.2546621,1.3013252,0.2546621
ok,2021-05-08,28.8571429,0.955069,2335.9989,0.2513468,0.955069,0.2513468
or,2021-05-08,40.4285714,0.9899067,3317.4515,0.1932367,0.9899067,0.1932367
pa,2021-05-08,243.1428571,0.7663089,8287.0033,0.1210425,0.7663089,0.1210425
pr,2021-05-08,19.8571429,,,,,
ri,2021-05-08,6.5714286,0.3011656,745.9895,0.1813831,0.3011656,0.1813831
sc,2021-05-08,42.4285714,1.3963444,3466.0039,0.3410873,1.3963444,0.3410873
sd,2021-05-08,8.4285714,1.2115799,678.3906,0.3922351,1.2115799,0.3922351
tn,2021-05-08,82,1.3715696,3949.2008,0.2483779,1.3715696,0.2483779
tx,2021-05-08,330.7142857,0.9205136,11864.025,0.1082818,0.9205136,0.1082818
ut,2021-05-08,24.5714286,0.5063981,1663.2867,0.1663032,0.5063981,0.1663032
va,2021-05-08,80.2857143,0.5994237,5459.3314,0.1089322,0.5994237,0.1089322
vi,2021-05-08,0.1428571,,,,,
vt,2021-05-08,3,0.3632948,639.0004,0.2223739,0.3632948,0.2223739
wa,2021-05-08,69.2857143,0.7566331,5427.9746,0.1526378,0.7566331,0.1526378
wi,2021-05-08,85,0.7201512,3935.004,0.1374528,0.7201512,0.1374528
wv,2021-05-08,34.1428571,0.9405764,1523.0546,0.2515541,0.9405764,0.2515541
wy,2021-05-08,6.1428571,0.5507585,394.7809,0.366568,0.5507585,0.366568
ak,2021-05-09,4.1428571,1.0328255,528,0.4555561,1.0328255,0.4555561
al,2021-05-09,60.5714286,0.8989802,2452.0615,0.2192264,0.8989802,0.2192264
ar,2021-05-09,34.5714286,0.7062114,1645.5986,0.2118916,0.7062114,0.2118916
az,2021-05-09,64.4285714,0.7667841,4045.7007,0.2199352,0.7667841,0.2199352
ca,2021-05-09,212.8571429,0.7411391,16140.7574,0.0887655,0.7411391,0.0887655
co,2021-05-09,116.2857143,0.8531215,3475.8978,0.1699066,0.8531215,0.1699066
ct,2021-05-09,59.7142857,0.3749912,2654,0.1217118,0.3749912,0.1217118
dc,2021-05-09,13,0.3073581,299,0.3577319,0.3073581,0.3577319
de,2021-05-09,12.5714286,0.82089,756,0.5712417,0.82089,0.5712417
fl,2021-05-09,427.8571429,0.8903037,11920.9995,0.0990888,0.8903037,0.0990888
ga,2021-05-09,184.2857143,1.1187992,4314.9644,0.2415341,1.1187992,0.2415341
hi,2021-05-09,5.8571429,0.7175751,802,0.4179222,0.7175751,0.4179222
ia,2021-05-09,28.8571429,0.6330739,2543.5273,0.1776504,0.6330739,0.1776504
id,2021-05-09,13.1428571,0.8639099,1235.5499,0.2720416,0.8639099,0.2720416
il,2021-05-09,215.4285714,0.8468524,7674.0225,0.1451761,0.8468524,0.1451761
in,2021-05-09,94.7142857,1.0850492,4015.9999,0.1827422,1.0850492,0.1827422
ks,2021-05-09,25.5714286,0.6996839,1887.9698,0.1962087,0.6996839,0.1962087
ky,2021-05-09,116.4285714,1.0393295,2632.7611,0.2199075,1.0393295,0.2199075
la,2021-05-09,54.4285714,1.2449423,2258.999,0.2889089,1.2449423,0.2889089
ma,2021-05-09,61.8571429,0.5929638,3474.012,0.1959651,0.5929638,0.1959651
md,2021-05-09,104.7142857,0.8612491,2979.9987,0.2058777,0.8612491,0.2058777
me,2021-05-09,15.2857143,0.5559222,1458.2234,0.1881308,0.5559222,0.1881308
mi,2021-05-09,272.7142857,0.9549559,8928.9947,0.1209913,0.9549559,0.1209913
mn,2021-05-09,69.4285714,0.8680794,3273.0446,0.2019363,0.8680794,0.2019363
mo,2021-05-09,63.5714286,0.5896023,3329.4044,0.1413401,0.5896023,0.1413401
ms,2021-05-09,25.7142857,0.7759232,1439.7538,0.2751118,0.7759232,0.2751118
mt,2021-05-09,15.7142857,1.1789596,893.3647,0.3614724,1.1789596,0.3614724
nc,2021-05-09,104.4285714,0.7780057,5600.0073,0.1235239,0.7780057,0.1235239
nd,2021-05-09,7.4285714,1.3630044,473.8585,0.6832399,1.3630044,0.6832399
ne,2021-05-09,12.5714286,0.7152406,1375.7941,0.2348993,0.7152406,0.2348993
nh,2021-05-09,12.4285714,0.4983579,1144.7766,0.2053994,0.4983579,0.2053994
nj,2021-05-09,134.5714286,0.4605625,4267.9983,0.0977997,0.4605625,0.0977997
nm,2021-05-09,25.7142857,0.8679899,1717.1152,0.2756607,0.8679899,0.2756607
nv,2021-05-09,34.1428571,0.6056565,1413.5407,0.2295214,0.6056565,0.2295214
ny,2021-05-09,246.1428571,0.5816365,9133.0007,0.0880464,0.5816365,0.0880464
oh,2021-05-09,166.5714286,1.1127656,7365.0052,0.2145636,1.1127656,0.2145636
ok,2021-05-09,28.4285714,0.9245265,2296.0559,0.2413713,0.9245265,0.2413713
or,2021-05-09,43,0.9157497,3223.4503,0.1855303,0.9157497,0.1855303
pa,2021-05-09,229.2857143,0.7780185,8096.0027,0.1216741,0.7780185,0.1216741
pr,2021-05-09,18.8571429,,,,,
ri,2021-05-09,6.7142857,0.5930072,719.988,0.269467,0.5930072,0.269467
sc,2021-05-09,40.7142857,1.4078549,3400.0037,0.3442818,1.4078549,0.3442818
sd,2021-05-09,7.5714286,1.1427582,657.2685,0.3929416,1.1427582,0.3929416
tn,2021-05-09,81.8571429,1.393459,3840.2009,0.2455784,1.393459,0.2455784
tx,2021-05-09,336.5714286,0.8650674,11648.0235,0.1055955,0.8650674,0.1055955
ut,2021-05-09,25.4285714,0.4782879,1666.2843,0.1676254,0.4782879,0.1676254
va,2021-05-09,80,0.7018741,5327.874,0.123494,0.7018741,0.123494
vi,2021-05-09,0.1428571,,,,,
vt,2021-05-09,3.2857143,0.3034035,631.0002,0.2149975,0.3034035,0.2149975
wa,2021-05-09,69,0.7725586,5288.976,0.1585766,0.7725586,0.1585766
wi,2021-05-09,86.4285714,0.6514027,3821.0039,0.1281974,0.6514027,0.1281974
wv,2021-05-09,34.1428571,0.9985255,1504.1039,0.2674144,0.9985255,0.2674144
wy,2021-05-09,5.4285714,1.0993826,406.791,0.5398967,1.0993826,0.5398967
ak,2021-05-10,4.4285714,1.1299351,533,0.5082875,1.1299351,0.5082875
al,2021-05-10,65.2857143,1.1297363,2429.0629,0.2435935,1.1297363,0.2435935
ar,2021-05-10,34.7142857,0.8888972,1599.5985,0.2763564,0.8888972,0.2763564
az,2021-05-10,64.1428571,0.8309231,3927.7007,0.223947,0.8309231,0.223947
ca,2021-05-10,206.7142857,0.745193,15749.8167,0.0887003,0.745193,0.0887003
co,2021-05-10,113.8571429,0.7227488,3394.9016,0.1490693,0.7227488,0.1490693
ct,2021-05-10,55,0.4355531,2631,0.1284022,0.4355531,0.1284022
dc,2021-05-10,12.7142857,0.3155987,291,0.366229,0.3155987,0.366229
de,2021-05-10,12.2857143,1.0232454,726,0.6046209,1.0232454,0.6046209
fl,2021-05-10,424.2857143,0.8856584,11796.9995,0.1008889,0.8856584,0.1008889
ga,2021-05-10,181,1.0916292,4259.9637,0.2410129,1.0916292,0.2410129
hi,2021-05-10,7.1428571,0.5453197,801,0.3824518,0.5453197,0.3824518
ia,2021-05-10,28.5714286,0.7288595,2490.6076,0.1892825,0.7288595,0.1892825
id,2021-05-10,12.2857143,0.9137164,1233.5497,0.2687187,0.9137164,0.2687187
il,2021-05-10,202.2857143,0.8946015,7544.0234,0.1479814,0.8946015,0.1479814
in,2021-05-10,88.1428571,1.0938952,3976.0007,0.1826532,1.0938952,0.1826532
ks,2021-05-10,25.4285714,1.2657936,1857.9402,0.4975732,1.2657936,0.4975732
ky,2021-05-10,116.4285714,0.994982,2607.1282,0.2173838,0.994982,0.2173838
la,2021-05-10,56.1428571,1.2477402,2270.9988,0.2912441,1.2477402,0.2912441
ma,2021-05-10,62.4285714,0.5721426,3475.0095,0.1932169,0.5721426,0.1932169
md,2021-05-10,100.1428571,0.6675007,2915.9985,0.1831253,0.6675007,0.1831253
me,2021-05-10,15.7142857,0.5568044,1451.2234,0.1937789,0.5568044,0.1937789
mi,2021-05-10,264.4285714,0.8720738,8812.0293,0.1233019,0.8720738,0.1233019
mn,2021-05-10,64.1428571,0.8983002,3247.9185,0.2101118,0.8983002,0.2101118
mo,2021-05-10,60.1428571,0.5899683,3337.4041,0.1369452,0.5899683,0.1369452
ms,2021-05-10,25.1428571,0.7155788,1412.3126,0.2704777,0.7155788,0.2704777
mt,2021-05-10,15.7142857,0.8739244,858.1298,0.3037796,0.8739244,0.3037796
nc,2021-05-10,106,0.5684604,5458.0072,0.1044157,0.5684604,0.1044157
nd,2021-05-10,7.5714286,0.998354,464.0918,0.456244,0.998354,0.456244
ne,2021-05-10,13.4285714,0.9172964,1339.892,0.2629201,0.9172964,0.2629201
nh,2021-05-10,12,0.4975828,1122.7766,0.2051308,0.4975828,0.2051308
nj,2021-05-10,127.7142857,0.3718441,4209.9984,0.0834465,0.3718441,0.0834465
nm,2021-05-10,25.8571429,1.0792573,1647.1494,0.3074888,1.0792573,0.3074888
nv,2021-05-10,33,0.4177677,1367.4813,0.1789107,0.4177677,0.1789107
ny,2021-05-10,234.5714286,0.5777299,9005.0003,0.0918103,0.5777299,0.0918103
oh,2021-05-10,159.8571429,0.946919,7358.0061,0.184587,0.946919,0.184587
ok,2021-05-10,28.5714286,1.0610276,2321.056,0.2499316,1.0610276,0.2499316
or,2021-05-10,43.5714286,0.8938171,3200.4526,0.1842833,0.8938171,0.1842833
pa,2021-05-10,226.7142857,0.7962495,8001.0027,0.1212474,0.7962495,0.1212474
pr,2021-05-10,19.4285714,,,,,
ri,2021-05-10,6.7142857,0.4619032,689.9905,0.2351303,0.4619032,0.2351303
sc,2021-05-10,39.8571429,1.3429563,3374.0029,0.3416077,1.3429563,0.3416077
sd,2021-05-10,7.7142857,1.0248009,641.2586,0.3757774,1.0248009,0.3757774
tn,2021-05-10,78.7142857,1.4196705,3815.8335,0.2546187,1.4196705,0.2546187
tx,2021-05-10,331,0.880378,11451.0196,0.105041,0.880378,0.105041
ut,2021-05-10,22.4285714,0.4692269,1679.2432,0.1657555,0.4692269,0.1657555
va,2021-05-10,73.7142857,0.7070743,5273.9201,0.1305775,0.7070743,0.1305775
vi,2021-05-10,0.1428571,,,,,
vt,2021-05-10,3.5714286,0.2796007,611.0002,0.2069782,0.2796007,0.2069782
wa,2021-05-10,70,0.6638243,5163.9738,0.1458806,0.6638243,0.1458806
wi,2021-05-10,85.4285714,0.5591889,3823.9703,0.1226502,0.5591889,0.1226502
wv,2021-05-10,33.8571429,0.8114057,1462.1038,0.239112,0.8114057,0.239112
wy,2021-05-10,5,1.1598859,402.7873,0.5773269,1.1598859,0.5773269
ak,2021-05-11,4.1428571,1.1494548,520,0.5157587,1.1494548,0.5157587
al,2021-05-11,69,1.3526739,2395.0759,0.3077118,1.3526739,0.3077118
ar,2021-05-11,34.7142857,1.0058604,1605.6718,0.2959832,1.0058604,0.2959832
az,2021-05-11,64.4285714,0.8130415,3892.5084,0.2241493,0.8130415,0.2241493
ca,2021-05-11,203.7142857,0.7250511,15644.7441,0.0891642,0.7250511,0.0891642
co,2021-05-11,109.1428571,0.7208338,3312.8985,0.1479531,0.7208338,0.1479531
ct,2021-05-11,53.7142857,0.4668905,2633,0.1321956,0.4668905,0.1321956
dc,2021-05-11,12,0.3082245,300,0.3583145,0.3082245,0.3583145
de,2021-05-11,12.1428571,0.9765865,706,0.603994,0.9765865,0.603994
fl,2021-05-11,425,0.9250996,11712.9999,0.1291871,0.9250996,0.1291871
ga,2021-05-11,179.1428571,1.1192381,4219.9629,0.2407522,1.1192381,0.2407522
hi,2021-05-11,7,0.616555,776,0.3930149,0.616555,0.3930149
ia,2021-05-11,28.2857143,0.8588455,2494.6024,0.2002796,0.8588455,0.2002796
id,2021-05-11,12.2857143,1.1018175,1208.5681,0.2948033,1.1018175,0.2948033
il,2021-05-11,192.2857143,0.8867957,7500.0452,0.1263733,0.8867957,0.1263733
in,2021-05-11,87.5714286,1.0749755,3954.004,0.1793066,1.0749755,0.1793066
ks,2021-05-11,25.1428571,1.253126,1830.8834,0.500122,1.253126,0.500122
ky,2021-05-11,116.5714286,1.1183874,2592.4386,0.2229765,1.1183874,0.2229765
la,2021-05-11,57.2857143,1.3238843,2236.9992,0.3636639,1.3238843,0.3636639
ma,2021-05-11,59.4285714,0.5781159,3424.0095,0.1792857,0.5781159,0.1792857
md,2021-05-11,97.1428571,0.5810876,2866.9986,0.170126,0.5810876,0.170126
me,2021-05-11,14,1.1633326,1438,0.5766636,1.1633326,0.5766636
mi,2021-05-11,255.8571429,0.797861,8715.0378,0.1113308,0.797861,0.1113308
mn,2021-05-11,59.8571429,0.9292686,3185.1675,0.2132954,0.9292686,0.2132954
mo,2021-05-11,61.7142857,0.629314,3340.3024,0.1552196,0.629314,0.1552196
ms,2021-05-11,23,0.8160969,1388.9536,0.2804008,0.8160969,0.2804008
mt,2021-05-11,15.5714286,0.7561085,864.3964,0.2900379,0.7561085,0.2900379
nc,2021-05-11,103.2857143,0.7521159,5429.0067,0.1393478,0.7521159,0.1393478
nd,2021-05-11,7.5714286,0.8452973,451.62,0.4473778,0.8452973,0.4473778
ne,2021-05-11,13.5714286,0.8191235,1298.8975,0.2382348,0.8191235,0.2382348
nh,2021-05-11,10.2857143,0.4583892,1128,0.1764154,0.4583892,0.1764154
nj,2021-05-11,123.4285714,0.4272302,4160.9984,0.0974545,0.4272302,0.0974545
nm,2021-05-11,26.2857143,0.9481206,1656.402,0.2912705,0.9481206,0.2912705
nv,2021-05-11,34.2857143,0.406121,1367.5539,0.1744723,0.406121,0.1744723
ny,2021-05-11,224.7142857,0.5106729,8894.0005,0.0872059,0.5106729,0.0872059
oh,2021-05-11,155.5714286,1.0325787,7249.0019,0.1880589,1.0325787,0.1880589
ok,2021-05-11,28.8571429,1.1253037,2329.1129,0.2646622,1.1253037,0.2646622
or,2021-05-11,43.1428571,0.831949,3169.4558,0.1750291,0.831949,0.1750291
pa,2021-05-11,213,0.8946047,7900.0043,0.1440096,0.8946047,0.1440096
pr,2021-05-11,17.2857143,,,,,
ri,2021-05-11,6.8571429,0.4624239,694.9905,0.2357085,0.4624239,0.2357085
sc,2021-05-11,39.2857143,1.2768884,3374.0021,0.3343189,1.2768884,0.3343189
sd,2021-05-11,7.5714286,0.9396166,631.2037,0.368148,0.9396166,0.368148
tn,2021-05-11,76.1428571,1.3502046,3701.5233,0.2108974,1.3502046,0.2108974
tx,2021-05-11,326.4285714,0.7900702,11314.0206,0.0979732,0.7900702,0.0979732
ut,2021-05-11,23.4285714,0.5316376,1686.1895,0.1723639,0.5316376,0.1723639
va,2021-05-11,70.4285714,0.7405504,5203.924,0.1357281,0.7405504,0.1357281
vi,2021-05-11,0,,,,,
vt,2021-05-11,3.4285714,0.3187686,608.0002,0.2096203,0.3187686,0.2096203
wa,2021-05-11,69,0.6240098,5178.9702,0.1468029,0.6240098,0.1468029
wi,2021-05-11,83.5714286,0.7034783,3815.9605,0.1955443,0.7034783,0.1955443
wv,2021-05-11,35.7142857,0.8341467,1462.1532,0.257567,0.8341467,0.257567
wy,2021-05-11,5.5714286,1.5268672,393.7803,0.676187,1.5268672,0.676187
ak,2021-05-12,4.5714286,1.1091606,537,0.5955011,1.1091606,0.5955011
al,2021-05-12,70.4285714,1.3827149,2370.0651,0.3139328,1.3827149,0.3139328
ar,2021-05-12,34.4285714,1.095186,1631.3636,0.307095,1.095186,0.307095
az,2021-05-12,61.5714286,0.8549934,3878.3247,0.2266559,0.8549934,0.2266559
ca,2021-05-12,204.8571429,0.720895,15460.7505,0.0884813,0.720895,0.0884813
co,2021-05-12,104.1428571,0.7963662,3339.8688,0.156825,0.7963662,0.156825
ct,2021-05-12,50.5714286,0.5110772,2583,0.1391486,0.5110772,0.1391486
dc,2021-05-12,12.1428571,0,298,0.1745956,0,0.1745956
de,2021-05-12,11.7142857,1.1079937,699,0.6176156,1.1079937,0.6176156
fl,2021-05-12,425.2857143,0.9226081,11638.9994,0.1288737,0.9226081,0.1288737
ga,2021-05-12,171,1.1055676,4211.9686,0.2082441,1.1055676,0.2082441
hi,2021-05-12,7,0.3858515,753,0.3220405,0.3858515,0.3220405
ia,2021-05-12,25.2857143,0.7074808,2443.682,0.1653827,0.7074808,0.1653827
id,2021-05-12,12.5714286,1.0056827,1175.0581,0.2914086,1.0056827,0.2914086
il,2021-05-12,183.8571429,0.8949112,7465.0451,0.123332,0.8949112,0.123332
in,2021-05-12,85.4285714,1.0992683,3912.0041,0.1838769,1.0992683,0.1838769
ks,2021-05-12,24.7142857,1.0736178,1773.8837,0.4909645,1.0736178,0.4909645
ky,2021-05-12,116.4285714,1.0965457,2578.0492,0.2119373,1.0965457,0.2119373
la,2021-05-12,56.8571429,1.1441704,2172.9995,0.3421318,1.1441704,0.3421318
ma,2021-05-12,56.4285714,0.5098291,3355.0085,0.1726263,0.5098291,0.1726263
md,2021-05-12,94.8571429,0.5808073,2876.9985,0.1709168,0.5808073,0.1709168
me,2021-05-12,14.2857143,1.2148852,1401,0.581967,1.2148852,0.581967
mi,2021-05-12,249.8571429,0.7536366,8522.0549,0.1105329,0.7536366,0.1105329
mn,2021-05-12,61.5714286,1.0618938,3162.1761,0.2515492,1.0618938,0.2515492
mo,2021-05-12,59.7142857,0.6569918,3338.5977,0.1575586,0.6569918,0.1575586
ms,2021-05-12,23.2857143,0.9532194,1406.9235,0.2920992,0.9532194,0.2920992
mt,2021-05-12,13.5714286,0.6088853,863.161,0.2521836,0.6088853,0.2521836
nc,2021-05-12,101.5714286,0.7003821,5360.0061,0.1369113,0.7003821,0.1369113
nd,2021-05-12,7.5714286,0.8942816,458.8541,0.4498431,0.8942816,0.4498431
ne,2021-05-12,13.7142857,0.9365464,1278.8479,0.2489943,0.9365464,0.2489943
nh,2021-05-12,9.2857143,0.5993007,1109,0.265089,0.5993007,0.265089
nj,2021-05-12,111.2857143,0.3739719,4077.9982,0.1070267,0.3739719,0.1070267
nm,2021-05-12,26.1428571,0.9090906,1671.6137,0.2882384,0.9090906,0.2882384
nv,2021-05-12,34.2857143,0.3772551,1376.8205,0.172824,0.3772551,0.172824
ny,2021-05-12,217.5714286,0.4939358,8716.0004,0.086487,0.4939358,0.086487
oh,2021-05-12,147.4285714,0.9596965,7266.0018,0.1815152,0.9596965,0.1815152
ok,2021-05-12,29.2857143,1.0230728,2315.1129,0.255021,1.0230728,0.255021
or,2021-05-12,41.2857143,0.765852,3150.4542,0.1678149,0.765852,0.1678149
pa,2021-05-12,205,0.9133422,7690.0043,0.1369657,0.9133422,0.1369657
pr,2021-05-12,18.5714286,,,,,
ri,2021-05-12,6.8571429,0.4352349,685.9915,0.2345167,0.4352349,0.2345167
